,Date,SELIC_META,IPCA,SELIC,IND_DESMP,IPCA_ALIMENTOS,IC-Br Agropecuária,PIB,DIVIDA_EXTERNA,USD/BRL,USD/BRL_var_mensal_pct,CL=F_var_mensal_pct,FED
206,2021-04-30,2.75,0.31,0.010379,14.8,0.4,350.9,737649.1,-1206977.33,5.4036,-5.155073455847525,7.47126774009943,0.07
207,2021-05-31,3.5,0.83,0.013269,14.7,0.44,350.52,731500.3,-1150788.28,5.2322,-3.1719594344510993,4.309527815130099,0.06
208,2021-06-30,4.25,0.53,0.016137,14.2,0.43,332.49,734489.4,-1055053.2,5.0022,-4.395856427506562,10.781063870295693,0.08
209,2021-07-31,4.25,0.96,0.016137,13.7,0.6,347.42,765634.4,-1093325.42,5.1216,2.38694974211342,0.6533220628337277,0.1
210,2021-08-31,5.25,0.87,0.01993,13.2,1.39,362.39,767709.7,-1085424.54,5.1433,0.42369572008744694,-7.36984066687204,0.09
211,2021-09-30,6.25,1.16,0.023687,12.7,1.02,360.43,762506.9,-1160972.6,5.4394,5.757004257966658,9.532844933280105,0.08
212,2021-10-31,7.75,1.25,0.029256,12.1,1.17,390.44,772527.6,-1197676.22,5.643,3.743059896312073,11.38211522653496,0.08
213,2021-11-30,7.75,0.95,0.029256,11.6,-0.04,407.22,788146.9,-1175640.62,5.6199,-0.4093567251462149,-20.808902061926727,0.08
214,2021-12-31,9.25,0.73,0.034749,11.1,0.84,409.88,795307.6,-1120208.44,5.5805,-0.7010800903931025,13.644603713594506,0.08
215,2022-01-31,9.25,0.54,0.034749,11.2,1.11,415.9,723763.6,-1034946.75,5.3574,-3.997849655048802,17.205162344002424,0.08
216,2022-02-28,10.75,1.01,0.040168,11.2,1.28,406.76,753382.9,-984614.1,5.1394,-4.069138014708651,8.587634218703698,0.08
217,2022-03-31,11.75,1.62,0.043739,11.1,2.42,398.94,842381.7,-889277.12,4.7378,-7.814141728606449,4.763892081530274,0.2
218,2022-04-30,11.75,1.06,0.043739,10.5,2.06,398.0,832121.7,-906861.46,4.9191,3.8266706066106826,4.397690183278913,0.33
219,2022-05-31,12.75,0.47,0.047279,9.8,0.48,414.86,841747.8,-856269.16,4.7289,-3.86656095627248,9.53290237348574,0.77
220,2022-06-30,13.25,0.67,0.049037,9.3,0.8,405.45,843611.9,-979035.87,5.238,10.765717185814916,-7.770119625874228,1.21
221,2022-07-31,13.25,-0.68,0.049037,9.1,1.3,393.98,869155.5,-992474.65,5.1884,-0.946926307751017,-6.7511339310028955,1.68
222,2022-08-31,13.75,-0.36,0.050788,8.9,0.24,393.51,873848.1,-968974.89,5.179,-0.18117338678594885,-9.196916895379603,2.33
223,2022-09-30,13.75,-0.29,0.050788,8.7,-0.51,404.05,858178.4,-952138.38,5.4066,4.394670785865995,-11.23395292591317,2.56
224,2022-10-31,13.75,0.59,0.050788,8.3,0.72,395.65,880574.2,-896106.59,5.257,-2.7669884955424884,8.856461321828867,3.08
225,2022-11-30,13.75,0.41,0.050788,8.1,0.53,403.66,880794.7,-914572.78,5.2941,0.705725699067905,-6.91089311441182,3.78
226,2022-12-31,13.75,0.62,0.050788,7.9,0.66,395.23,880116.3,-851026.12,5.2177,-1.4431159214974953,-0.36002595225353984,4.1
227,2023-01-31,13.75,0.53,0.050788,8.4,0.59,396.44,811968.0,-850981.12,5.0993,-2.269199072388195,-1.7318706113278015,4.33
228,2023-02-28,13.75,0.84,0.050788,8.6,0.16,404.27,829750.6,-858829.35,5.2078,2.127743023552253,-2.3075943089187922,4.57
229,2023-03-31,13.75,0.71,0.050788,8.8,0.05,393.72,939299.5,-888781.23,5.0804,-2.446330504243621,-1.7910510423802206,4.65
230,2023-04-30,13.75,0.61,0.050788,8.5,0.71,391.43,909708.3,-876807.19,5.0007,-1.5687741122746623,1.4668965735578743,4.83
231,2023-05-31,13.75,0.23,0.050788,8.3,0.16,378.53,912405.2,-894511.59,5.0959,1.9037334773131853,-11.318054935616173,5.06
232,2023-06-30,13.75,-0.08,0.050788,8.0,-0.66,378.28,905466.4,-803200.3,4.8192,-5.429855373928039,3.745048008379448,5.08
233,2023-07-31,13.75,0.12,0.050788,7.9,-0.46,384.11,921314.5,-803989.15,4.7415,-1.6123007968127379,15.79841981672605,5.12
234,2023-08-31,13.25,0.23,0.049037,7.8,-0.85,393.0,932277.4,-836394.16,4.9219,3.8047031530106468,2.237156642283078,5.33
235,2023-09-30,12.75,0.26,0.047279,7.7,-0.71,405.16,915853.5,-819986.6,5.0076,1.7411975050285688,8.561525645412772,5.33
236,2023-10-31,12.75,0.24,0.047279,7.6,0.31,408.6,953934.4,-808924.94,5.0575,0.9964853422797626,-9.34023931206206,5.33
